Volcano Name,Country,Region,Latitude,Longitude,Elev,Type,Status
Kialagvik,United States,Alaska Peninsula,57.38,-156.75,1575,Stratovolcano,Holocene
Kiaraberes-Gagak,Indonesia,Java,-6.73,106.65,1511,Stratovolcano,Historical
Kick-'em-Jenny,Netherlands,W Indies,12.3,-61.63,-177,Submarine volcano,Historical
Kieyo,Tanzania,Africa-E,-9.23,33.78,2175,Stratovolcano,Historical
Kikai,Japan,Ryukyu Is,30.78,130.28,717,Caldera,Historical
Kikhpinych,Russia,Kamchatka,54.49,160.25,1552,Stratovolcano,Radiocarbon
Kilauea,United States,Hawaiian Is,19.43,-155.29,1222,Shield volcano,Historical
Kilimanjaro,Tanzania,Africa-E,-3.07,37.35,5895,Stratovolcano,Holocene
Kinenin,Russia,Kamchatka,57.35,160.97,583,Maar,Radiocarbon
Kirishima,Japan,Kyushu-Japan,31.93,130.87,1700,Shield volcano,Historical
Kishb. Harrat,Saudi Arabia,Arabia-W,22.8,41.38,1475,Volcanic field,Holocene
Kiska,United States,Aleutian Is,52.1,177.6,1220,Stratovolcano,Historical
Kita-Fukutokutai,Japan,Volcano Is-Japan,24.41,141.42,-73,Submarine volcano,Holocene
Kita-Iwo-jima,Japan,Volcano Is-Japan,25.43,141.23,792,Stratovolcano,Historical
Kizimen,Russia,Kamchatka,55.13,160.32,2485,Stratovolcano,Historical
Klabat,Indonesia,Sulawesi-Indonesia,1.47,125.03,1995,Stratovolcano,Fumarolic
Kliuchevskoi,Russia,Kamchatka,56.06,160.64,4835,Stratovolcano,Historical
Kolbeinsey Ridge,Iceland,Iceland-N of,66.67,-18.5,0,Submarine volcano,Historical
Kolkhozhny,Russia,Kamchatka,55.07,160.77,2161,Stratovolcano,Holocene
Kolokol Group,Russia,Kuril Is,46.04,150.05,1328,Somma volcano,Historical
Komaga-take,Japan,Hokkaido-Japan,42.07,140.68,1140,Stratovolcano,Historical
Komarov,Russia,Kamchatka,55.03,160.72,2070,Stratovolcano,Holocene
Kone,Ethiopia,Africa-NE,8.8,39.69,1619,Caldera,Historical
Koniuji,United States,Aleutian Is,52.22,-175.13,272,Stratovolcano,Uncertain
Kookooligit Mountains,United States,Alaska-W,63.6,-170.43,673,Shield volcano,Holocene
Koranga,Papua New Guinea,New Guinea,-7.33,146.71,0,Explosion crater,Holocene
Korath Range,Ethiopia,Africa-NE,5.1,35.88,912,Tuff cone,Holocene
Koro,Fiji,Fiji Is-SW Pacific,-17.32,179.4,522,Cinder cone,Holocene
Korosi,Kenya,Africa-E,0.77,36.12,1446,Shield volcano,Holocene
Koryaksky,Russia,Kamchatka,53.32,158.69,3456,Stratovolcano,Historical
Koshelev,Russia,Kamchatka,51.36,156.75,1812,Stratovolcano,Historical
Koussi. Emi,Chad,Africa-N,19.8,18.53,3415,Stratovolcano,Holocene
Kozu-shima,Japan,Izu Is-Japan,34.22,139.15,574,Lava dome,Historical
Kozyrevsky,Russia,Kamchatka,55.58,158.38,2016,Shield volcano,Holocene
Krafla,Iceland,Iceland-NE,65.73,-16.78,650,Caldera,Historical
Krainy,Russia,Kamchatka,56.37,159.03,1554,Shield volcano,Holocene
Krakagiger,Iceland,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical
Krakatau,Indonesia,Indonesia,-6.1,105.42,813,Caldera,Historical
Krasheninnikov,Russia,Kamchatka,54.59,160.27,1856,Caldera,Radiocarbon
Kristnitokugigar,Iceland,Iceland-SW,63.98,-21.42,301,Crater rows,Historical
Krisuvik,Iceland,Iceland-SW,63.93,-22.1,379,Crater rows,Historical
Kronotsky,Russia,Kamchatka,54.75,160.53,3528,Stratovolcano,Historical
Ksudach,Russia,Kamchatka,51.8,157.53,1079,Stratovolcano,Historical
Kuchino-shima,Japan,Ryukyu Is,29.96,129.93,628,Stratovolcanoes,Radiocarbon
Kuchino-shima,Japan,Ryukyu Is,29.97,129.93,627,Stratovolcano,Holocene
Kuchinoerabu-jima,Japan,Ryukyu Is,30.43,130.22,649,Stratovolcano,Historical
Kuei-Shan-Tao,Taiwan,Taiwan,24.85,121.92,401,Stratovolcano,Pleistocene-Fumarol
Kuju Group,Japan,Kyushu-Japan,33.08,131.25,1788,Stratovolcano,Historical
Kukak,United States,Alaska Peninsula,58.47,-154.35,2040,Stratovolcano,Fumarolic
Kula,Turkey,Turkey,38.58,28.52,750,Cinder cone,Holocene
Kulkev,Russia,Kamchatka,56.37,158.37,915,Shield volcano,Holocene
Kunlun Volc Group,China,China-W,35.52,80.2,5808,Pyroclastic cone,Historical
Kupreanof,United States,Alaska Peninsula,56.02,-159.8,1895,Stratovolcano,Historical
Kurikoma,Japan,Honshu-Japan,38.95,140.78,1628,Stratovolcano,Historical
Kurile Lake,Russia,Kamchatka,51.45,157.12,104,Caldera,Radiocarbon
Kurose Hole,Japan,Izu Is-Japan,33.4,139.68,-107,Submarine volcano,Holocene?
Kurose Hole,Japan,Izu Is-Japan,33.4,139.68,-107,Submarine volcano,Holocene
Kurub,Ethiopia,Africa-NE,11.88,41.21,625,Shield volcano,Holocene
Kusatsu-Shirane,Japan,Honshu-Japan,36.62,138.55,2176,Stratovolcano,Historical
Kutcharo,Japan,Hokkaido-Japan,43.55,144.43,1000,Caldera,Tephrochronology
Kuttara,Japan,Hokkaido-Japan,42.5,141.18,581,Stratovolcano,Tephrochronology
Kutum Volc Field,Sudan,Africa-N,14.5,25.8,0,Scoria cone,Holocene
Kuwae,Vanuatu,Vanuatu-SW Pacific,-16.83,168.54,-2,Caldera,Historical
Kverkfjoll,Iceland,Iceland-NE,64.65,-16.72,1920,Stratovolcano,Historical
Kyatwa Volc Field,Uganda,Africa-C,0.45,30.25,1430,Tuff cone,Holocene
La Palma,Spain,Canary Is,28.58,-17.83,2426,Stratovolcano,Historical
Lajas. Las,Nicaragua,Nicaragua,12.3,-85.73,926,Shield volcano,Holocene
Lakagigar,Sweden,Iceland-NE,64.42,17.33,1725,Caldera,Historical
Lambafit,Iceland,Iceland-S,64.08,-19.4,550,Crater rows,Historical
Lamington,Papua New Guinea,New Guinea,-8.95,148.15,1680,Stratovolcano,Historical
Lamongan,Indonesia,Java,-8,113.34,1651,Stratovolcano,Historical
Langila,Papua New Guinea,New Britain-SW Pac,-5.53,148.42,1330,Complex volcano,Historical
Langjokull,Iceland,Iceland-SW,64.75,-19.98,1360,Stratovolcano,Radiocarbon
Lanin,Argentina,Chile-C,-39.63,-71.5,3747,Stratovolcano,Holocene
Lanzarote,Spain,Canary Is,29.03,-13.63,670,Fissure vent,Historical
Lascar,Chile,Chile-N,-23.37,-67.73,5592,Stratovolcano,Historical
Lassen Volc Center,United States,US-California,40.49,-121.51,3187,Stratovolcano,Historical
Lastarria,Chile,Chile-N,-25.17,-68.5,5697,Stratovolcano,Holocene
Late,Tonga,Tonga-SW Pacific,-18.81,-174.65,518,Stratovolcano,Historical
Latukan,Philippines,Mindanao-Philippines,7.65,124.47,2158,Stratovolcano,Holocene
Lautaro,Chile,Chile-S,-49.02,-73.55,3380,Stratovolcano,Historical
Lavic Lake,United States,US-California,34.75,-116.63,1495,Volcanic field,Holocene
Lawu,Indonesia,Java,-7.63,111.19,3265,Stratovolcano,Holocene
Leizhou Bandao,China,SE Asia,20.83,109.78,259,Volcanic field,Holocene
Lengai. Ol Doinyo,Tanzania,Africa-E,-2.75,35.9,2890,Stratovolcano,Historical
Leonard Range,Philippines,Mindanao-Philippines,7.39,126.4,1190,Stratovolcano,Holocene
Leroboleng,Indonesia,Lesser Sunda Is,-8.36,122.84,1117,Complex volcano,Historical
Leskov Island,Antarctica,Antarctica,-56.67,-28.13,190,Stratovolcano,Fumarolic
Leutongey,Russia,Kamchatka,57.3,159.83,1333,Shield volcano,Holocene
Level Mountain,Canada,Canada,58.42,-131.35,2190,Shield volcano,Holocene
Lewotobi,Indonesia,Lesser Sunda Is,-8.53,122.78,1703,Stratovolcano,Historical
Lewotobi Perempuan,Indonesia,Lesser Sunda Is,-8.58,122.78,1703,Stratovolcano,Historical
Lewotolo,Indonesia,Lesser Sunda Is,-8.27,123.51,1423,Stratovolcano,Historical
Lexone,Chile,Chile-N,-17.87,-69.48,5340,Lava dome,Holocene
Liado Hayk Field,Ethiopia,Africa-NE,9.57,40.28,878,Maar,Holocene
Liamuiga,St. Kitts & Nevis,W Indies,17.37,-62.8,1156,Stratovolcano,Radiocarbon
Licancabur,Chile,Chile-N,-22.83,-67.88,5916,Stratovolcano,Holocene
Lihir,Papua New Guinea,New Ireland-SW Pacif,-3.13,152.64,700,Volcanic complex,Holocene
Lindenberg Island,Antarctica,Antarctica,-65.03,-60.05,368,Pyroclastic cone,Uncertain
Lipari,Italy,Italy,38.48,14.95,602,Stratovolcanoes,Radiocarbon
Lipari,Italy,Italy,38.48,14.95,602,Stratovolcano,Historical
Little Sitkin,United States,Aleutian Is,51.95,178.53,1188,Stratovolcano,Historical
Ljosufjoll,Iceland,Iceland-W,64.87,-22.23,988,Fissure vent,Anthropology
Llaima,Chile,Chile-C,-38.69,-71.73,3125,Stratovolcano,Historical
Llullaillaco,Argentina,Chile-N,-24.72,-68.53,6739,Stratovolcano,Historical
Loihi,United States,Hawaiian Is,18.92,-155.27,-975,Submarine volcano,Historical
Lokon-Empung,Indonesia,Sulawesi-Indonesia,1.36,124.79,1580,Stratovolcano,Historical
Lolo,Papua New Guinea,New Britain-SW Pac,-5.47,150.5,805,Stratovolcano,Holocene
Lolobau,Papua New Guinea,New Britain-SW Pac,-4.92,151.16,858,Caldera,Historical
Loloru,Papua New Guinea,Bougainville-SW Paci,-6.52,155.62,1887,Pyroclastic shield,Radiocarbon
Lomonosov Group,Russia,Kuril Is,50.25,155.43,1681,Cinder cone,Holocene
Long Island,Papua New Guinea,New Guinea-NE of,-5.36,147.12,1280,Complex volcano,Historical
Longavi. Nevado de,Chile,Chile-C,-36.19,-71.16,3242,Stratovolcano,Holocene
Longgang Group,China,China-E,42.33,126.5,1000,Cinder cone,Radiocarbon
Longonot,Kenya,Africa-E,-0.92,36.45,2776,Stratovolcano,Anthropology
Lonquimay,Chile,Chile-C,-38.38,-71.58,2865,Stratovolcano,Historical
Lopevi,Vanuatu,Vanuatu-SW Pacific,-16.51,168.35,1413,Stratovolcano,Historical
Lower Chindwin,Myanmar,SE Asia,22.28,95.1,385,Volcanic field,Holocene
Lubukraya,Indonesia,Sumatra,1.48,99.21,1862,Stratovolcano,Holocene
Lumut Balai. Bukit,Indonesia,Sumatra,-4.22,103.62,2055,Stratovolcano,Fumarolic
Lunayyir. Harrat,Saudi Arabia,Arabia-W,25.17,37.75,1370,Volcanic field,Historical
Lurus,Indonesia,Java,-7.7,113.58,539,Complex volcano,Holocene
Lvinaya Past,Russia,Kuril Is,44.62,147,528,Stratovolcano,Radiocarbon
Lysuholl,Iceland,Iceland-W,64.87,-23.25,540,Pyroclastic cone,Holocene
Ma Alalta,Ethiopia,Africa-NE,13.02,40.2,1815,Stratovolcano,Holocene
Maca,Chile,Chile-S,-45.1,-73.2,2960,Stratovolcano,Holocene
Macauley Island,New Zealand,Kermadec Is,-30.2,-178.47,238,Caldera,Holocene
Macdonald,Antarctica,Austral Is-C Pacific,-28.98,-140.25,-50,Submarine volcano,Historical
Machin. Cerro,Colombia,Colombia,4.48,-75.4,2650,Stratovolcano,Radiocarbon
Madeira,Portugal,Azores,32.73,-16.97,1862,Shield volcano,Radiocarbon
Maderas,Nicaragua,Nicaragua,11.45,-85.52,1394,Stratovolcano,Holocene
Madilogo,Papua New Guinea,New Guinea,-9.2,147.57,850,Pyroclastic cone,Holocene
Magaso,Philippines,Philippines-C,9.26,123.18,1904,Stratovolcano,Holocene
Mageik,United States,Alaska Peninsula,58.2,-155.25,2165,Stratovolcano,Historical
Mahagnoa,Philippines,Philippines-C,10.87,124.85,800,Stratovolcano,Fumarolic
Mahawu,Indonesia,Sulawesi-Indonesia,1.36,124.86,1324,Stratovolcano,Historical
Maipo,Argentina,Chile-C,-34.16,-69.83,5264,Caldera,Historical
Makaturing,Philippines,Mindanao-Philippines,7.65,124.32,1940,Stratovolcano,Holocene
Makian,Indonesia,Halmahera-Indonesia,0.32,127.4,1357,Stratovolcano,Historical
Makushin,United States,Aleutian Is,53.9,-166.93,2036,Stratovolcano,Historical
Malabar,Indonesia,Java,-7.13,107.65,2343,Stratovolcano,Holocene
Malang Plain,Indonesia,Java,-8.02,112.68,680,Maar,Holocene
Malinao,Philippines,Luzon-Philippines,13.42,123.6,1548,Stratovolcano,Fumarolic
Malinche. La,Mexico,Mexico,19.23,-98.03,4503,Stratovolcano,Radiocarbon
Malindang,Philippines,Mindanao-Philippines,8.22,123.63,2435,Stratovolcano,Holocene
Malindig,Philippines,Luzon-Philippines,13.24,122.02,1157,Stratovolcano,Hot Springs
Malintang,Indonesia,Sumatra,0.47,99.67,1983,Stratovolcano,Holocene
Mallahle,Ethiopia,Africa-NE,13.27,41.65,1875,Stratovolcano,Holocene
Maly Payalpan,Russia,Kamchatka,55.82,157.98,1802,Shield volcano,Holocene
Maly Semiachik,Russia,Kamchatka,54.13,159.67,1560,Caldera,Historical
Managlase Plateau,Papua New Guinea,New Guinea,-9.08,148.33,1342,Volcanic field,Anthropology
Manam,Papua New Guinea,New Guinea-NE of,-4.1,145.06,1807,Stratovolcano,Historical
Manareyjar,Iceland,Iceland-N,66.3,-17.1,0,Submarine volcano,Historical
Manda Gargori,Ethiopia,Ethiopia,11.75,41.48,,Fissure vents,Anthropology
Manda Hararo,Ethiopia,Africa-NE,12.17,40.82,600,Shield volcano,Holocene
Manda-Inakir,Ethiopia,Africa-NE,12.38,42.2,600,Fissure vent,Historical
Mandalagan,Philippines,Philippines-C,10.62,123.22,1879,Stratovolcano,Holocene
Manengouba,Cameroon,Africa-W,5.03,9.83,2411,Stratovolcano,Holocene
Manuk,Pacific Ocean,Banda Sea,-5.53,130.29,282,Stratovolcano,Fumarolic
Manzaz Volc Field,Algeria,Africa-N,23.92,5.83,1672,Scoria cones,Holocene
Maquiling,Philippines,Luzon-Philippines,14.13,121.2,1090,Stratovolcano,Holocene
Marapi,Indonesia,Sumatra,-0.38,100.47,2891,Complex volcano,Historical
Marchena,Ecuador,Galapagos,0.33,-90.47,343,Shield volcano,Historical
Mare,Indonesia,Halmahera-Indonesia,0.57,127.4,308,Unknown,Holocene
Marha. Jabal el-,Yemen,Arabia-S,15.28,44.22,2650,Tuff cone,Holocene
Marion Island,South Africa,Indian O-S,-46.9,37.75,1230,Shield volcano,Historical
Mariveles,Philippines,Luzon-Philippines,14.5,120.5,1420,Stratovolcano,Radiocarbon
Markagunt Plateau,United States,US-Utah,37.58,-112.67,2840,Volcanic field,Dendrochronology
Maroa,New Zealand,New Zealand,-38.42,176.08,1156,Caldera,Tephrochronology
Marra. Jebel,Sudan,Africa-N,12.95,24.27,3042,Volcanic field,Radiocarbon
Marsabit,Kenya,Africa-E,2.32,37.97,1707,Shield volcano,Holocene
Martin,United States,Alaska Peninsula,58.17,-155.35,1860,Stratovolcano,Historical
Masaraga,Philippines,Luzon-Philippines,13.32,123.6,1328,Stratovolcano,Holocene
Masaya,Nicaragua,Nicaragua,11.98,-86.16,635,Caldera,Historical
Mascota Volc Field,Mexico,Mexico,20.62,-104.83,2540,Shield volcano,Holocene
Mashkovtsev,Russia,Kamchatka,51.1,156.72,503,Stratovolcano,Holocene
Mashu,Japan,Hokkaido-Japan,43.57,144.57,855,Caldera,Radiocarbon
Mat Ala,Ethiopia,Africa-NE,13.1,41.15,523,Shield volcano,Holocene
Matthew Island,Pacific Ocean,SW Pacific,-22.33,171.32,177,Stratovolcano,Historical
Matutum,Philippines,Mindanao-Philippines,6.37,125.11,2293,Stratovolcano,Holocene
Maug Islands,United States,Mariana Is-C Pacific,20.02,145.22,227,Stratovolcano,Fumarolic
Maule. Laguna del,Chile,Chile-C,-36.02,-70.58,3092,Stratovolcano,Holocene
Mauna Kea,United States,Hawaiian Is,19.82,-155.47,4206,Shield volcano,Radiocarbon
Mauna Loa,United States,Hawaiian Is,19.48,-155.61,4170,Shield volcano,Historical
May-ya-moto,Congo. DRC,Africa-C,-0.93,29.33,950,Fumarole field,Fumarolic
Mayon,Philippines,Luzon-Philippines,13.26,123.69,2462,Stratovolcano,Historical
Mayor Island,New Zealand,New Zealand,-37.28,176.25,355,Shield volcano,Radiocarbon
McDonald Islands,Indian Ocean,Indian O-S,-53.03,72.6,186,Complex volcano,Historical
Meager,Canada,Canada,50.63,-123.5,2680,Complex volcano,Radiocarbon
Medicine Lake,United States,US-California,41.58,-121.57,2412,Shield volcano,Radiocarbon
Medvezhia,Russia,Kuril Is,45.38,148.83,1124,Somma volcano,Historical
Mega Basalt Field,Kenya,Africa-E,4.08,37.42,1067,Pyroclastic cone,Holocene
Megata,Japan,Honshu-Japan,39.95,139.73,291,Maar,Tephrochronology
Mehetia,France,Society Is-C Pacific,-17.87,-148.07,435,Stratovolcano,Anthropology
Meidob Volc Field,Sudan,Africa-N,15.32,26.47,2000,Scoria cone,Holocene
Melbourne,Antarctica,Antarctica,-74.35,164.7,2732,Stratovolcano,Tephrochronology
Melimoyu,Chile,Chile-S,-44.08,-72.88,2400,Stratovolcano,Holocene
Mendeleev,Russia,Kuril Is,43.98,145.7,887,Stratovolcano,Historical
Menengai,Kenya,Africa-E,-0.2,36.07,2278,Shield volcano,Tephrochronology
Mentolat,Chile,Chile-S,-44.67,-73.08,1660,Stratovolcano,Holocene
Merapi,Indonesia,Java,-7.54,110.44,2947,Stratovolcano,Historical
Merbabu,Indonesia,Java,-7.45,110.43,3145,Stratovolcano,Historical
Mere Lava,Vanuatu,Vanuatu-SW Pacific,-14.45,168.05,1028,Stratovolcano,Holocene
Meru,Tanzania,Africa-E,-3.25,36.75,4565,Stratovolcano,Historical
Methana,Greece,Greece,37.62,23.34,760,Lava dome,Historical
Metis Shoal,Tonga,Tonga-SW Pacific,-19.18,-174.87,43,Submarine volcano,Historical
Mezhdusopochny,Russia,Kamchatka,57.47,160.25,1641,Shield volcano,Holocene
Michael,Antarctica,Antarctica,-57.78,-26.45,990,Stratovolcano,Historical
Michoacan-Guanajuato,Mexico,Mexico,19.48,-102.25,3860,Cinder cone,Historical
Micotrin,Dominica,W Indies,15.33,-61.33,1387,Lava dome,Historical
Middle Gobi,Mongolia,Mongolia,45.28,106.7,1120,Cinder cone,Holocene
Milbanke Sound Group,Canada,Canada,52.5,-128.73,335,Cinder cone,Holocene
Milne,Russia,Kuril Is,46.82,151.78,1540,Somma volcano,Holocene
Milos,Greece,Greece,36.7,24.44,751,Stratovolcano,Holocene
Minami-Hiyoshi,Japan,Volcano Is-Japan,23.51,141.91,-30,Submarine volcano,Historical
Minchinmavida,Chile,Chile-S,-42.78,-72.43,2404,Stratovolcano,Historical
Miravalles,Costa Rica,Costa Rica,10.75,-85.15,2028,Stratovolcano,Historical
Misti. El,Peru,Peru,-16.29,-71.41,5822,Stratovolcano,Historical
Miyake-jima,Japan,Izu Is-Japan,34.08,139.53,815,Stratovolcano,Historical
Mocho-Choshuenco,Chile,Chile-C,-39.93,-72.03,2422,Stratovolcano,Historical
Moffett,United States,Aleutian Is,51.93,-176.75,1196,Stratovolcano,Holocene
Mojanda,Ecuador,Ecuador,0.13,-78.27,4263,Stratovolcanoes,Holocene?
Mojanda,Ecuador,Ecuador,0.13,-78.27,4263,Stratovolcano,Holocene
Mokuyo Seamount,Japan,Izu Is-Japan,28.32,140.57,-920,Submarine volcano,Fumarolic
Mombacho,Nicaragua,Nicaragua,11.83,-85.97,1344,Stratovolcano,Holocene
Momotombo,Nicaragua,Nicaragua,12.42,-86.54,1297,Stratovolcano,Historical
Monaco Bank,Portugal,Azores,37.6,-25.88,-197,Submarine volcano,Historical
Mondaca,Chile,Chile-C,-35.46,-70.8,2048,Lava dome,Holocene
Mono Craters,United States,US-California,37.88,-119,2796,Lava dome,Radiocarbon
Mono Lake Volc Field,United States,US-California,38,-119.03,2121,Cinder cone,Tephrochronology
Monowai Seamount,New Zealand,Kermadec Is,-25.89,-177.19,-100,Submarine volcano,Historical
Montagu Island,Antarctica,Antarctica,-58.42,-26.33,1370,Shield volcano,Historical
Morning. Mt.,Antarctica,Antarctica,-78.5,163.53,2723,Shield volcano,Holocene
Moti,Indonesia,Halmahera-Indonesia,0.45,127.4,950,Stratovolcano,Holocene
Motlav,Vanuatu,Vanuatu-SW Pacific,-13.67,167.67,411,Stratovolcano,Holocene
Moua Pihaa,France,Society Is-C Pacific,-18.32,-148.67,-180,Submarine volcano,Seismicity
Mousa Alli,Djibouti,Africa-NE,12.47,42.4,2028,Stratovolcano,Holocene
Moyuta,Guatemala,Guatemala,14.03,-90.1,1662,Stratovolcano,Hot Springs
Muhavura,Uganda,Africa-C,-1.38,29.67,4127,Stratovolcano,Holocene
Mundafell,Iceland,Iceland-S,63.98,-19.7,1491,Stratovolcano,Historical
Mundua,Papua New Guinea,New Britain-SW Pac,-4.63,149.35,179,Complex volcano,Holocene
Muria,Indonesia,Java,-6.62,110.88,1625,Stratovolcano,Holocene
Musa River,Papua New Guinea,New Guinea,-9.31,148.13,808,Hydrothermal field,Hot Springs
Mutnovsky,Russia,Kamchatka,52.45,158.2,2322,Complex volcano,Historical
Myojun Knoll,Japan,Izu Is-Japan,32.1,139.85,360,Submarine volcano,Holocene
Myoko,Japan,Honshu-Japan,36.88,138.12,2446,Stratovolcano,Radiocarbon
NW Rota-1,United States,Mariana Is-C Pacific,14.6,144.78,-517,Submarine volcano,Historical
Nabro,Eritrea,Africa-NE,13.37,41.7,2218,Stratovolcano,Holocene
Nabukelevu,Tonga,Fiji Is-SW Pacific,-19.12,177.98,805,Lava domes,Radiocarbon
Nakano-shima,Japan,Ryukyu Is,29.85,129.87,979,Stratovolcano,Historical
Namarunu,Kenya,Africa-E,1.9,36.27,817,Shield volcano,Tephrochronology
Nantai,Japan,Honshu-Japan,36.77,139.5,2484,Stratovolcano,Holocene
Naolinco Volc Field,Mexico,Mexico,19.67,-96.75,2000,Pyroclastic cone,Holocene
Narcondum,India,Andaman Is-Indian O,13.43,94.25,710,Stratovolcano,Holocene
Narugo,Japan,Honshu-Japan,38.73,140.73,462,Caldera,Historical
Nasu,Japan,Honshu-Japan,37.12,139.97,1917,Stratovolcano,Historical
Natib,Philippines,Luzon-Philippines,14.71,120.4,1287,Stratovolcano,Holocene
Nazko,Canada,Canada,52.9,-123.73,1230,Cinder cone,Radiocarbon
Ndete Napu,Indonesia,Lesser Sunda Is,-8.72,121.78,750,Fumarole field,Fumarolic
Negra. Sierra,Ecuador,Galapagos,-0.83,-91.17,1490,Shield volcano,Historical
Negrillar. El,Chile,Chile-N,-24.18,-68.25,3500,Pyroclastic cone,Holocene
Negrillar. La,Chile,Chile-N,-24.28,-68.6,4109,Pyroclastic cone,Holocene
Negro de Mayasquer. Cerro,Ecuador,Colombia,0.83,-77.96,4445,Stratovolcano,Holocene
Negro. Cerro,Nicaragua,Nicaragua,12.51,-86.7,728,Cinder cone,Historical
Nejapa-Miraflores,Nicaragua,Nicaragua,12.12,-86.32,360,Fissure vent,Holocene
Nemo Peak,Russia,Kuril Is,49.57,154.81,1018,Caldera,Historical
Nemrut Dagi,Turkey,Turkey,38.65,42.02,3050,Stratovolcano,Historical
Nevada. Sierra,Argentina,Chile,-26.48,-68.58,6127,Complex volcano,Holocene
Nevis Peak,Netherlands,W Indies,17.15,-62.58,985,Stratovolcano,Holocene
Newberry Volcano,United States,US-Oregon,43.72,-121.23,2434,Shield volcano,Radiocarbon
Newer Volcanics Prov,Australia,Australia,-37.77,142.5,1011,Shield volcano,Radiocarbon
Ngaoundere Plateau,Cameroon,Africa-W,7.25,13.67,0,Volcanic field,Holocene
Ngauruhoe,New Zealand,New Zealand,-39.16,175.63,2291,Stratovolcano,Historical
Ngozi,Tanzania,Africa-E,-8.97,33.57,2622,Caldera,Holocene
Nicholson. Cerro,Peru,Peru,-16.26,-71.75,2520,Cinder cone,Holocene
Nieuwerkerk,Pacific Ocean,Banda Sea,-6.6,124.68,-2285,Submarine volcano,Uncertain
Nightingale Island,United Kingdom,Atlantic-S,-37.42,-12.48,365,Stratovolcano,Historical
Nii-jima,Japan,Izu Is-Japan,34.37,139.27,432,Lava dome,Historical
Niigata-Yake-yama,Japan,Honshu-Japan,36.92,138.03,2400,Lava dome,Historical
Nikko,Japan,Volcano Is-Japan,23.08,142.31,-391,Submarine volcano,Uncertain
Nikko-Shirane,Japan,Honshu-Japan,36.8,139.38,2578,Shield volcano,Historical
Nila,Pacific Ocean,Banda Sea,-6.73,129.5,781,Stratovolcano,Historical
Nipesotsu-Upepesanke,Japan,Japan,43.45,143.03,2013,Lava dome,Historical
Niseko,Japan,Hokkaido-Japan,42.88,140.63,1154,Stratovolcano,Holocene
Nishino-shima,Japan,Volcano Is-Japan,27.27,140.88,38,Caldera,Historical
Nisyros,Greece,Greece,36.58,27.18,698,Stratovolcano,Historical
Niuafo'ou,Tonga,Tonga-SW Pacific,-15.6,-175.63,260,Shield volcano,Historical
Norikura,Japan,Honshu-Japan,36.12,137.55,3026,Stratovolcano,Radiocarbon
North Gorda Ridge,Pacific Ocean,Pacific-NE,42.67,-126.78,-3000,Submarine volcano,Historical
North Gorda Ridge,Pacific Ocean,Pacific-NE,42.67,-126.78,-3000,Submarine volcano,Historical
North Island,Kenya,Africa-E,4.07,36.05,520,Tuff cone,Holocene
North Sister Field,United States,US-Oregon,44.17,-121.77,3074,Complex volcano,Radiocarbon
North Vate,Vanuatu,Vanuatu-SW Pacific,-17.45,168.33,594,Stratovolcano,Holocene
Northern EPR-Segment RO3,Pacific Ocean,Pacific-E,15.83,-105.43,-2300,Submarine volcano,Magnetism
Nosy-Be,Madagascar,Madagascar,-13.32,48.48,214,Cinder cone,Holocene
Novarupta,United States,Alaska Peninsula,58.27,-155.16,841,Caldera,Historical
Nuevo Mundo,Bolivia,Bolivia,-19.78,-66.48,5438,Lava domes,Holocene?
Numazawa,Japan,Honshu-Japan,37.43,139.58,1100,Shield volcano,Radiocarbon
Nunivak Island,United States,Alaska-W,60.02,-166.33,511,Shield volcano,Holocene
Nyambeni Hills,Kenya,Africa-E,0.23,37.87,750,Shield volcano,Holocene
Nyamuragira,Congo. DRC,Africa-C,-1.41,29.2,3058,Shield volcano,Historical
Nyiragongo,Congo. DRC,Africa-C,-1.52,29.25,3470,Stratovolcano,Historical
Ofu-Olosega,United States,Samoa-SW Pacific,-14.18,-169.62,639,Shield volcano,Historical
Ojos del Salado. Nevados,Argentina,Chile-N,-27.12,-68.53,6887,Stratovolcano,Holocene
Oka Volc Field,Russia,Russia-SE,52.7,98.98,2077,Cinder cone,Holocene
Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,Historical
Oki-Dogo,Japan,Honshu-Japan,36.17,133.33,151,Shield volcano,Anthropology
Okmok,United States,Aleutian Is,53.42,-168.13,1073,Shield volcano,Historical
Oku Volc Field,Cameroon,Africa-W,6.25,10.5,3011,Maar,Radiocarbon
Ol Kokwe,Kenya,Africa-E,0.63,36.08,1130,Shield volcano,Holocene
Olca-Paruma,Bolivia,Chile-N,-20.93,-68.48,5407,Stratovolcano,Historical
Olkaria,Kenya,Africa-E,-0.9,36.29,2434,Pumice cone,Radiocarbon
Olkoviy,Russia,Kamchatka,52.08,157.48,636,Shield volcano,Holocene
Ollague,Bolivia,Chile-N,-21.3,-68.18,5868,Stratovolcano,Holocene
Olot Volc Field,Spain,Spain,42.17,2.53,893,Pyroclastic cone,Holocene
Omachi Seamount,Japan,Izu Is-Japan,29.22,140.8,-1700,Submarine volcano,Uncertain
Omanago Group,Japan,Honshu-Japan,36.78,139.5,2367,Lava dome,Holocene
On-take,Japan,Honshu-Japan,35.9,137.48,3063,Complex volcano,Historical
